source,author,title,description,url,urlToImage,publishedAt,content
Yahoo Entertainment,Stephanie Gravalese,"Pumpkin spice is more expensive this year, and yes, people are still lining up for it","Starbucks' fall menu 2025 is back, pumpkin spice drinks are pricier, and new research shows who's splurging the most.",https://creators.yahoo.com/lifestyle/story/pumpkin-spice-is-more-expensive-this-year-and-yes-people-are-still-lining-up-for-it-022634820.html,https://s.yimg.com/ny/api/res/1.2/g7kboDAbMRHoR7.L0WmWAg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA7Y2Y9d2VicA--/https://s.yimg.com/os/creatr-uploaded-images/2025-08/6db90a40-6ed8-11f0-9fff-bd908facbc99,2025-08-26T02:26:34Z,"Pumpkin spice season is officially here, with the Starbucks fall menu 2025 rolling out fan favorites like the Pumpkin Spice Latte aka the PSL, Pumpkin Cream Cold Brew, and Iced Pumpkin Cream Chai. Wh… [+2948 chars]"
Biztoc.com,wsj.com,A Local Ice-Cream Chain Shows What American Brands Are Doing Wrong in China,"Priced at $4 a cup, less than Häagen-Dazs, Mr. Wild Man’s made-in-the-store gelato has shot ahead of its General Mills-owned rival in the past two years.",https://biztoc.com/x/cde7cc3cf18f73a6,https://biztoc.com/cdn/950/og.png,2025-08-26T01:12:24Z,"Priced at $4 a cup, less than Häagen-Dazs, Mr. Wild Mans made-in-the-store gelato has shot ahead of its General Mills-owned rival in the past two years.
This story appeared on wsj.com, 2025-08-26 01… [+6 chars]"
Nomadicmatt.com,Matthew Kepnes,"How to Explore Ludington, Michigan","This is a guest post by Raimee Iacofano from Raimeetravel. Growing up in Michigan, Ludington was THE place to be. Every summer, my family would pack up the car, blast some classic rock (think Tom Petty, Fleetwood Mac, and the occasional Lynyrd Skynyrd singalo…",https://www.nomadicmatt.com/travel-blogs/ludington-mi-guide/,https://www.nomadicmatt.com/wp-content/uploads/2025/08/ludington1.png,2025-08-26T00:18:31Z,"This is a guest post by Raimee Iacofano from Raimeetravel.
Growing up in Michigan, Ludington was THE place to be. Every summer, my family would pack up the car, blast some classic rock (think Tom Pet… [+10896 chars]"
Www.abc.es,(abc),"Los Ángeles, la ciudad donde se escribió la historia de la música del siglo XX","Las estrellas de la música dejan huella allá por donde pasan, pero sólo hay una ciudad donde lo hacen literalmente: Los Ángeles. En la acera frente al famoso Teatro Chino, en Hollywood Boulevard, están impresas las manos y pies de cantantes célebres como Cynd…",https://www.abc.es/cultura/musica/angeles-ciudad-escribio-historia-musica-siglo-20250826021308-nt.html,https://s3.abcstatics.com/abc/www/multimedia/cultura/2025/08/26/joplin-k6q--1024x512@diario_abc.jpg,2025-08-26T00:13:09Z,"Las estrellas de la música dejan huella allá por donde pasan, pero sólo hay una ciudad donde lo hacen literalmente: Los Ángeles. En la acera frente al famoso Teatro Chino, en Hollywood Boulevard, est… [+5477 chars]"
Business Insider,Christopher Adam,"My mom was my best friend, so it made sense for me to quit my stressful job so we could spend the last few months of her life together",I quit a stressful job as a reporter to spend more time with my mom before she died. I'm so glad we had that time together.,https://www.businessinsider.com/quit-stressful-job-to-spend-more-time-with-ailing-mom-2025-8,https://i.insider.com/68a884bca17a8c5b40534f3a?width=1200&format=jpeg,2025-08-25T23:23:01Z,"TKCourtesy of Christopher Adam.
<ul><li>My mother and I were always close and I saw her as my best friend.</li><li>Her health issues began to get complicated at the same time I my job was becoming m… [+3786 chars]"
New York Post,"Steven Vago, Alex Oliveira",US Open fans divided on $100 caviar-topped chicken nuggets: ‘Weird would be a good word’,Some found the nuggets out of bounds while others thought Coqodaq aced the pairing.,https://nypost.com/2025/08/25/us-news/us-open-fans-divided-on-100-caviar-topped-chicken-nuggets/,https://nypost.com/wp-content/uploads/sites/2/2025/08/110069605.jpg?quality=75&strip=all&w=1024,2025-08-25T23:18:55Z,"These nuggets are out of bounds.
US Open attendees are calling caviar-topped chicken nuggets sold at the food court for a staggering $100 a whopping double-fault but the opulent offering still manag… [+2674 chars]"
The Portland Mercury,Lindsay Costello,"The Mercury’s Do This, Do That: August 25–31","This week: Lodestars of Portland's grunge-pop and soul history, plus a tropical sundae.
 
 by Lindsay Costello
 
 
 
 Good news for those who deserve a little treat. This week serves layered sundaes, State Fair elephant ears, and a lilting farewell set by con…",https://www.portlandmercury.com/do-this-do-that/2025/08/25/47986324/the-mercurys-do-this-do-that-august-25-31,https://media2.fdncms.com/portmerc/imager/u/large/47989903/yellow_horses_copy_2.webp,2025-08-25T23:00:00Z,"Good news for those who deserve a little treat. This week serves layered sundaes, State Fair elephant ears, and a lilting farewell set by consummate indie-poppers Tennis. For something heartier, catc… [+9526 chars]"
Eater,Eater Staff,Best Dishes D.C. Editors Ate This Week: August 25,"With Eater editors dining out sometimes several times a day, we come across lots of standout dishes, and we don’t want to keep any secrets. Check back for the best things we ate this week. Fried chicken at Mélange Foods, Inc. I already know that talented Ethi…",https://dc.eater.com/dining-out-in-dc/163197/best-dishes-dc-restaurants-august-25-2025,"https://platform.dc.eater.com/wp-content/uploads/sites/9/2025/08/2959e12bc048483c93b6c82d308824de-1-copy.jpg?quality=90&strip=all&crop=0,10.732984293194,100,78.534031413613",2025-08-25T22:03:33Z,"With Eater editors dining out sometimes several times a day, we come across lots of standout dishes, and we don’t want to keep any secrets. Check back for the best things we ate this week.

Fried chi… [+4354 chars]"
Newsweek,Nick Mordowanec,RFK Jr.'s MAHA Strategy Blasted by Farm Group That Endorsed Him,"""Between April and August, the White House met with powerful lobbyists--and the influence shows,"" Angela Huffman, president of Farm Action, said last week.",https://www.newsweek.com/rfk-farming-agriculture-maha-food-usda-2118957,https://d.newsweek.com/en/full/2709172/maha.jpg,2025-08-25T20:46:59Z,"A nonpartisan national farm organization claiming to be the only such group to have endorsed Robert F. Kennedy Jr. to head the Department of Health and Human Services (HHS) has given a preliminary ""M… [+8184 chars]"
Hyperallergic,Hakim Bishara,We Are All Picasso’s Fishermen,The artist painted a balmy summer scene in August 1939. Could anyone imagine the impending horrors?,http://hyperallergic.com/1035989/we-are-all-picasso-fishermen/,https://i0.wp.com/hyperallergic-newspack.s3.amazonaws.com/uploads/2025/08/image00003-scaled.jpeg?fit=2560%2C1375&quality=90&ssl=1,2025-08-25T20:32:00Z,"Success! Your account was created and youre signed in.Please visit My Account to verify and manage your account.
An account was already registered with this email. Please check your inbox for an aut… [+4385 chars]"
Bleeding Cool News,Rich Johnston,"Diamond's Biggest Retailer Sale Ever With 12,000 Different Print Items","Diamond Comic Distributors, that's the business bought by Ad Populum/Sparkle Pop as part of the Chapter 11 bankruptcy sale, has just launched a sale of their backstock, with up to 75% off the retail price to comic book stores, on nearly 12,000 different items…",https://bleedingcool.com/comics/diamond-biggest-retailer-sale-ever-12000-different-print-items/,https://bleedingcool.com/wp-content/uploads/2025/08/Image.jpeg,2025-08-25T20:22:07Z,"Posted in: Comics, Comics Publishers, Dark Horse Comics, IDW, Image, Marvel Comics | Tagged: Ad Populum, diamond
Diamond Comic Distributors' Biggest Retailer Sale Ever with 12,000 different print it… [+1202012 chars]"
The Daily Dot,Lindsey Weedston,Little boy sobs uncontrollably after hearing President Donald Trump is a real person,"A TikTok video of a young boy bursting into tears after being told that President Donald Trump is, in fact, a real person has gone viral. Posted by mom Annabelle Perez, the clip quickly resonated with viewers who saw the child’s breakdown as a painfully relat…",https://www.dailydot.com/viral-politics/kid-finds-out-trump-is-real-video/,https://uploads.dailydot.com/2025/08/kid-finds-out-donald-trump-is-real-.jpg?auto=compress&fm=pjpg&w=2000&h=1000,2025-08-25T20:00:00Z,"A TikTok video of a young boy bursting into tears after being told that President Donald Trump is, in fact, a real person has gone viral. Posted by mom Annabelle Perez, the clip quickly resonated wit… [+2936 chars]"
Biztoc.com,chicagotribune.com,Patrons hope The Dock in Mokena brings community back to Front Street,"Rick Tafton said he remembers walking into Wilbur’s grocery store in Mokena with his mom when he was about 5 years old. Years later, he often pedaled his bike to the pharmacy next door to get baseball cards and ice cream with his friends, he said.
A little ov…",https://biztoc.com/x/997e774f0732fc0d,https://biztoc.com/cdn/997e774f0732fc0d_s.webp,2025-08-25T19:46:03Z,"Rick Tafton said he remembers walking into Wilburs grocery store in Mokena with his mom when he was about 5 years old. Years later, he often pedaled his bike to the pharmacy next door to get baseball… [+143 chars]"
Biztoc.com,fastcompany.com,"Check your freezer for this Blue Bell ice cream sold at Walmart and Kroger, recalled over serious life-threatening risk","Texas-based Blue Bell Ice Cream is voluntarily recalling a limited number of half-gallon containers of Moo-llennium Crunch Ice Cream, which may contain nuts, after some were packaged in a Chocolate Chip Cookie Dough carton.
People who have an allergy or sever…",https://biztoc.com/x/7c8de317a124510a,https://biztoc.com/cdn/7c8de317a124510a_s.webp,2025-08-25T19:46:00Z,"Texas-based Blue Bell Ice Cream is voluntarily recalling a limited number of half-gallon containers of Moo-llennium Crunch Ice Cream, which may contain nuts, after some were packaged in a Chocolate C… [+145 chars]"
